JOBNAME;ExecutableName;BatFile;LogFile;Control-m FOLDER;Control-m APPLICATION;Control-m SUB_APPLICATION
EDWPDW5F;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_FX_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5F\EDW_L_SBSTO_SB_FX_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW5F\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0G;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_COMM_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0G\EDW_E_SBSTO_ACC_COMM_D.bat;\\S000013845\winsched\EDW\EDWPDW0G\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3G;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_COMM_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3G\EDW_T_SBSTO_STG_SB_ACC_COMM_D.bat;\\S000013845\winsched\EDW\EDWPDW3G\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5G;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_COMM_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5G\EDW_L_SBSTO_SB_ACC_COMM_D.bat;\\S000013845\winsched\EDW\EDWPDW5G\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0H;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_DPD_DLQ_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0H\EDW_E_SBSTO_ACC_DPD_DLQ_D.bat;\\S000013845\winsched\EDW\EDWPDW0H\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3H;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_DPD_DLQ_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3H\EDW_T_SBSTO_STG_ACC_DPD_DLQ_D.bat;\\S000013845\winsched\EDW\EDWPDW3H\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5H;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_DPD_DLQ_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5H\EDW_L_SBSTO_SB_ACC_DPD_DLQ_D.bat;\\S000013845\winsched\EDW\EDWPDW5H\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0I;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_LOAN_FUT_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0I\EDW_E_SBSTO_ACC_LOAN_FUT_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW0I\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3I;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_LOAN_FUT_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3I\EDW_T_SBSTO_ACC_LOAN_FUT_RATE_D.bat;\\S000013845\winsched\EDW\EDWPDW3I\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5I;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_LOAN_FUT_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5I\EDW_L_SBSTO_ACC_LOAN_FUT_RATE_D.bat;\\S000013845\winsched\EDW\EDWPDW5I\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0J;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_LOAN_PAY_PLAN_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0J\EDW_E_SBSTO_ACC_LOAN_PAY_PLAN_D.bat;\\S000013845\winsched\EDW\EDWPDW0J\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3J;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_LOAN_PAY_PLAN_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3J\EDW_T_SBSTO_ACC_LOAN_PAY_PLAN_D.bat;\\S000013845\winsched\EDW\EDWPDW3J\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5J;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_LOAN_PAY_PLAN_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5J\EDW_L_SBSTO_ACC_LOAN_PAY_PLAN_D.bat;\\S000013845\winsched\EDW\EDWPDW5J\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0K;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_LOAN_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0K\EDW_E_SBSTO_ACC_LOAN_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW0K\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3K;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_LOAN_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3K\EDW_T_SBSTO_ACC_LOAN_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW3K\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5K;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_LOAN_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5K\EDW_L_SBSTO_SB_ACC_LOAN_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW5K\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0L;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_TD_ARR_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0L\EDW_E_SBSTO_ACC_TD_ARR_D.bat;\\S000013845\winsched\EDW\EDWPDW0L\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3L;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_TD_ARR_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3L\EDW_T_SBSTO_STG_SB_ACC_TD_ARR_D.bat;\\S000013845\winsched\EDW\EDWPDW3L\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5L;\\S000013845\winsched\EDW\Packages\EDW_L_SUBS_SBSTO_ACC_TD_ARR_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5L\EDW_L_SUBS_SBSTO_ACC_TD_ARR_D.bat;\\S000013845\winsched\EDW\EDWPDW5L\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0M;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_TD_CASH_FLW_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0M\EDW_E_SBSTO_ACC_TD_CASH_FLW_D.bat;\\S000013845\winsched\EDW\EDWPDW0M\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3M;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_TD_CASH_FLW_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3M\EDW_T_SBSTO_ACC_TD_CASH_FLW_D.bat;\\S000013845\winsched\EDW\EDWPDW3M\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5M;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_TD_CASH_FLW_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5M\EDW_L_SBSTO_ACC_TD_CASH_FLW_D.bat;\\S000013845\winsched\EDW\EDWPDW5M\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0N;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_BASIC_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0N\EDW_E_SBSTO_BASIC_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW0N\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3N;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_BASIC_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3N\EDW_T_SBSTO_BASIC_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW3N\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5N;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_BASIC_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5N\EDW_L_SBSTO_SB_BASIC_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW5N\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0O;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CST_INC_EXP_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0O\EDW_E_SBSTO_CST_INC_EXP_D.bat;\\S000013845\winsched\EDW\EDWPDW0O\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3O;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_CST_INC_EXP_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3O\EDW_T_SBSTO_CST_INC_EXP_D.bat;\\S000013845\winsched\EDW\EDWPDW3O\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5O;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_CST_INC_EXP_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5O\EDW_L_SBSTO_SB_CST_INC_EXP_D.bat;\\S000013845\winsched\EDW\EDWPDW5O\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0P;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_GL_CONTROL_KEY_LINK_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0P\EDW_E_SBSTO_GL_CONTROL_KEY_LI_D.bat;\\S000013845\winsched\EDW\EDWPDW0P\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3P;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_GL_CONTROL_KEY_LINK_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3P\EDW_T_SBSTO_CONTROL_KEY_LINK_D.bat;\\S000013845\winsched\EDW\EDWPDW3P\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5P;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_GL_CONSOL_KEY_LINK_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5P\EDW_L_SBSTO_CONSOL_KEY_LINK_D.bat;\\S000013845\winsched\EDW\EDWPDW5P\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0Q;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_PERIODIC_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0Q\EDW_E_SBSTO_PERIODIC_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW0Q\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3Q;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_PERIODIC_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3Q\EDW_T_SBSTO_PERIODIC_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW3Q\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5Q;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_PERIODIC_RATES_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5Q\EDW_L_SBSTO_SB_PERIODIC_RATES_D.bat;\\S000013845\winsched\EDW\EDWPDW5Q\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0R;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CR_LINE_LMT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0R\EDW_E_SBSTO_CR_LINE_LMT_D.bat;\\S000013845\winsched\EDW\EDWPDW0R\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3R;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_CR_LINE_LMT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3R\EDW_T_SBSTO_CR_LINE_LMT_D.bat;\\S000013845\winsched\EDW\EDWPDW3R\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5R;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_CR_LINE_LMT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5R\EDW_L_SBSTO_SB_CR_LINE_LMT_D.bat;\\S000013845\winsched\EDW\EDWPDW5R\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0S;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_DEP_ACCRUALS_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0S\EDW_E_SBSTO_ACC_DEP_ACCRUALS_D.bat;\\S000013845\winsched\EDW\EDWPDW0S\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3S;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_DEP_ACCRUALS_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3S\EDW_T_SBSTO_ACC_DEP_ACCRUALS_D.bat;\\S000013845\winsched\EDW\EDWPDW3S\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5S;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_DEP_ACCRUALS_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5S\EDW_L_SBSTO_ACC_DEP_ACCRUALS_D.bat;\\S000013845\winsched\EDW\EDWPDW5S\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0T;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_TD_ACCR_DLY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0T\EDW_E_SBSTO_ACC_TD_ACCR_DLY_D.bat;\\S000013845\winsched\EDW\EDWPDW0T\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3T;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_TD_ACCR_DLY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3T\EDW_T_SBSTO_ACC_TD_ACCR_DLY_D.bat;\\S000013845\winsched\EDW\EDWPDW3T\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5T;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_TD_ACCR_DLY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5T\EDW_L_SBSTO_ACC_TD_ACCR_DLY_D.bat;\\S000013845\winsched\EDW\EDWPDW5T\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0U;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CST_X_ACC_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0U\EDW_E_SBSTO_CST_X_ACC_D.bat;\\S000013845\winsched\EDW\EDWPDW0U\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3U;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_CST_X_ACC_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3U\EDW_T_SBSTO_STG_SB_CST_X_ACC_D.bat;\\S000013845\winsched\EDW\EDWPDW3U\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5U;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_CST_X_ACC_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5U\EDW_L_SBSTO_SB_CST_X_ACC_D.bat;\\S000013845\winsched\EDW\EDWPDW5U\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0V;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_SAP_ACC_BAL_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0V\EDW_E_SBSTO_SAP_ACC_BAL_D.bat;\\S000013845\winsched\EDW\EDWPDW0V\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3V;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_SAP_ACC_BAL_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3V\EDW_T_SBSTO_SAP_ACC_BAL_D.bat;\\S000013845\winsched\EDW\EDWPDW3V\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5V;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_SAP_ACC_BAL_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5V\EDW_L_SBSTO_SB_SAP_ACC_BAL_D.bat;\\S000013845\winsched\EDW\EDWPDW5V\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0W;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_TRANS_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0W\EDW_E_SBSTO_ACC_TRANS_D.bat;\\S000013845\winsched\EDW\EDWPDW0W\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3W;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_TRANS_D.DTSX;\\S000013845\winsched\EDW\EDWPDW3W\EDW_T_SBSTO_STG_SB_ACC_TRANS_D.bat;\\S000013845\winsched\EDW\EDWPDW3W\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5W;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_LOAN_TRN_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5W\EDW_L_SBSTO_SB_ACC_LOAN_TRN_D.bat;\\S000013845\winsched\EDW\EDWPDW5W\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5X;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_TD_MONET_TRN_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5X\EDW_L_SBSTO_ACC_TD_MONET_TRN_D.bat;\\S000013845\winsched\EDW\EDWPDW5X\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5Y;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_DEP_MONET_TRN_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5Y\EDW_L_SBSTO_ACC_DEP_MONET_TRN_D.bat;\\S000013845\winsched\EDW\EDWPDW5Y\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0X;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_PAN_CRD_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0X\EDW_E_SBSTO_ACC_PAN_CRD_D.bat;\\S000013845\winsched\EDW\EDWPDW0X\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3X;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_PAN_CRD_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3X\EDW_T_SBSTO_STG_SB_ACC_PAN_CRD_D.bat;\\S000013845\winsched\EDW\EDWPDW3X\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW61;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_PAN_CRD_D.dtsx;\\S000013845\winsched\EDW\EDWPDW61\EDW_L_SBSTO_SB_ACC_PAN_CRD_D.bat;\\S000013845\winsched\EDW\EDWPDW61\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0Y;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_CRD_MNT_MVT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0Y\EDW_E_SBSTO_ACC_CRD_MNT_MVT_D.bat;\\S000013845\winsched\EDW\EDWPDW0Y\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3Y;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_CRD_MNT_MVT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3Y\EDW_T_SBSTO_ACC_CRD_MNT_MVT_D.bat;\\S000013845\winsched\EDW\EDWPDW3Y\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW62;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_CRD_MNT_MVT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW62\EDW_L_SBSTO_SB_ACC_CRD_MNT_MVT_D.bat;\\S000013845\winsched\EDW\EDWPDW62\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW0Z;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_CRD_PMNT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW0Z\EDW_E_SBSTO_ACC_CRD_PMNT_D.bat;\\S000013845\winsched\EDW\EDWPDW0Z\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW41;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_ACC_CRD_PMNT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW41\EDW_T_SBSTO_STG_ACC_CRD_PMNT_D.bat;\\S000013845\winsched\EDW\EDWPDW41\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW63;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_ACC_CRD_PMNT_D.dtsx;\\S000013845\winsched\EDW\EDWPDW63\EDW_L_SBSTO_SB_ACC_CRD_PMNT_D.bat;\\S000013845\winsched\EDW\EDWPDW63\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW3Z;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_CURRENCY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW3Z\EDW_T_SBSTO_STG_SB_CURRENCY_D.bat;\\S000013845\winsched\EDW\EDWPDW3Z\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW5Z;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_CURRENCY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW5Z\EDW_L_SBSTO_SB_CURRENCY_D.bat;\\S000013845\winsched\EDW\EDWPDW5Z\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW40;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_COUNTRY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW40\EDW_T_SBSTO_STG_SB_COUNTRY_D.bat;\\S000013845\winsched\EDW\EDWPDW40\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW60;\\S000013845\winsched\EDW\Packages\EDW_L_SBSTO_SB_COUNTRY_D.dtsx;\\S000013845\winsched\EDW\EDWPDW60\EDW_L_SBSTO_SB_COUNTRY_D.bat;\\S000013845\winsched\EDW\EDWPDW60\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW14;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CST_X_SWIFT_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW14\EDW_E_SBSTO_CST_X_SWIFT_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW14\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW15;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_INT_RATINGS_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW15\EDW_E_SBSTO_INT_RATINGS_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW15\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW16;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CST_X_INT_RATINGS_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW16\EDW_E_SBSTO_CST_X_INT_RATINGS_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW16\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW17;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ISIN_X_EXT_RATINGS_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW17\EDW_E_SBSTO_ISIN_X_EXT_RATINGS_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW17\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW18;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_EXP_SEC_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW18\EDW_E_SBSTO_EXP_SEC_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW18\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW19;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_EXP_LC_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW19\EDW_E_SBSTO_EXP_LC_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW19\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1A;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_EXP_LG_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1A\EDW_E_SBSTO_EXP_LG_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1A\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1B;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_PROV_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1B\EDW_E_SBSTO_ACC_PROV_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1B\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1C;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_EXP_OTHERS_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1C\EDW_E_SBSTO_EXP_OTHERS_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1C\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1D;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_ACC_ADJUST_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1D\EDW_E_SBSTO_ACC_ADJUST_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1D\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1E;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CST_EXTRNL_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1E\EDW_E_SBSTO_CST_EXTRNL_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1E\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1F;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_CR_LINE_LMT_NO_ACC_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1F\EDW_E_SBSTO_CR_LINE_LMT_NO_ACC_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1F\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1G;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_TRANS_EXP_EXT_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1G\EDW_E_SBSTO_TRANS_EXP_EXT_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1G\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1H;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_TRANS_EXP_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1H\EDW_E_SBSTO_TRANS_EXP_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1H\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW1I;\\S000013845\winsched\EDW\Packages\EDW_E_SBSTO_COLLUV_EXP_EXT_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW1I\EDW_E_SBSTO_COLLUV_EXP_EXT_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW1I\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW44;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_CST_X_SWIFT_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW44\EDW_T_SBSTO_STG_SB_CST_X_SWIFT_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW44\OUTPUT.log;EDWDW91;EDW;EDW
EDWPDW45;\\S000013845\winsched\EDW\Packages\EDW_T_SBSTO_STG_SB_INT_RATINGS_D.dtsx;\\S000013845\WINSCHED\EDW\EDWPDW45\EDW_T_SBSTO_STG_SB_INT_RATINGS_D.bat;\\S000013845\WINSCHED\EDW\EDWPDW45\OUTPUT.log;EDWDW91;EDW;EDW
